Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price
Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,2015,121374,Diesel,Manual,First,12.99,2494,100.6,7,2401000
Maruti Ertiga VDI,Chennai,2013,52000,Diesel,Manual,First,20.77,1248,88.76,7,1127000
Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2014,118000,Diesel,Manual,First,12.8,2494,102,7,2401000
Hyundai Santro Xing XO eRLX Euro II,Mumbai,2007,72000,Petrol,Manual,Third,17,1086,62.1,5,455000
Honda City i VTEC V,Kochi,2016,33915,Petrol,Manual,First,17.8,1497,117.3,5,1358000
BMW X1 sDrive20d,Ahmedabad,2014,82002,Diesel,Automatic,First,17.05,1995,184,5,4818000
Hyundai Grand i10 CRDi Era,Mumbai,2017,33000,Diesel,Manual,First,24,1120,70,5,745000
Maruti Ciaz 1.3 Alpha,Chennai,2016,34000,Diesel,Manual,First,28.09,1248,88.5,5,1111000
Skoda Rapid Leisure 1.6 TDI MT,Kolkata,2012,55000,Diesel,Manual,First,20.5,1598,103.6,5,1422000
Hyundai Accent CRDi,Kochi,2006,160538,Diesel,Manual,First,13.1,1493,82,5,1025000
Volkswagen Polo GT 1.5 TDI,Jaipur,2014,60000,Diesel,Manual,Second,19.91,1498,103.6,5,1015000
Honda Jazz 1.2 VX i VTEC,Coimbatore,2017,49575,Petrol,Manual,First,18.7,1199,88.7,5,960000
Hyundai i10 Era,Jaipur,2010,83000,Petrol,Manual,First,19.81,1086,68.05,5,1025000
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,51346,Diesel,Automatic,First,16.38,1995,183,5,2782500
Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43000,Diesel,Manual,First,13.68,2393,147.8,7,2552000
Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,35000,Petrol,Manual,Third,19.7,796,35,5,788000
Maruti Swift VXI BSIV,Coimbatore,2017,27872,Petrol,Manual,Second,20.4,1197,81.8,5,788000
Hyundai Grand i10 Magna,Mumbai,2014,16514,Petrol,Manual,First,18.9,1197,82,5,745000
Maruti Swift VDI,Pune,2012,120000,Diesel,Manual,First,22.9,1248,74,5,788000
Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,143275,Diesel,Manual,First,22,1582,126.2,5,1407000
Hyundai Santro Xing XL,Hyderabad,2006,99000,Petrol,Manual,First,17,1086,62.1,5,455000
Hyundai i20 1.2 Sportz,Mumbai,2010,52000,Petrol,Manual,First,17,1197,80,5,1025000
Mercedes-Benz GLE 350d,Coimbatore,2017,29819,Diesel,Automatic,First,11.57,2987,254.79,5,9513000
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,57000,Diesel,Manual,Second,15.8,2148,170,5,4949000
Maruti Ritz ZDi,Hyderabad,2014,88500,Diesel,Manual,First,23.2,1248,73.94,5,788000
Hyundai Creta 1.6 CRDi SX,Bangalore,2016,28000,Diesel,Manual,First,19.67,1582,126.2,5,1606000
Maruti A-Star Vxi,Pune,2010,67000,Petrol,Manual,First,19,998,66.1,5,788000
Renault Duster 110PS Diesel RXZ Option,Delhi,2016,26000,Diesel,Manual,First,19.64,1461,108.45,5,1505000
Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,120000,Diesel,Manual,First,17.8,1248,76,5,907500
BMW X3 xDrive30d M Sport,Coimbatore,2017,51982,Diesel,Automatic,First,16.55,2993,258,5,6959000
Hyundai i10 Sportz,Bangalore,2010,36000,Petrol,Manual,Second,20.36,1197,78.9,5,1025000
Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,47000,Diesel,Manual,First,12.8,2494,102,7,2401000
Maruti Zen VXI BSII,Mumbai,2002,60000,Petrol,Manual,Third,17.3,993,60,5,788000
Maruti Swift VDI,Hyderabad,2018,31025,Diesel,Manual,First,28.4,1248,74,5,788000
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,105000,Diesel,Manual,Second,12.05,2179,120,8,1886500
Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,121900,Diesel,Manual,First,22.95,1248,74,5,834000
Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,22695,Petrol,Manual,First,18.88,999,123.24,5,1168500
Maruti Swift Dzire ZDI,Jaipur,2012,73000,Diesel,Manual,First,23.4,1248,74,5,788000
Maruti Alto 800 LXI,Kochi,2016,32227,Petrol,Manual,First,22.74,796,47.3,5,436000
Honda City 1.5 S MT,Jaipur,2011,55000,Petrol,Manual,First,17,1497,118,5,1358000
Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,11287,Diesel,Automatic,First,12.07,2967,241.4,7,10196000
Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000,Diesel,Automatic,Second,17,1896,105,5,2583000
Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,54308,Petrol,Manual,First,17.1,1591,121.3,5,1425500
Honda City 1.5 V AT,Jaipur,2009,78442,Petrol,Automatic,First,16.8,1497,118,5,1358000
Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,46000,Diesel,Manual,First,21.9,1396,88.8,5,1025000
Hyundai i20 Sportz AT 1.4,Coimbatore,2014,45051,Petrol,Automatic,First,15,1396,98.6,5,1025000
Volkswagen Vento Diesel Highline,Hyderabad,2011,69000,Diesel,Manual,First,20.54,1598,103.6,5,1323000
Honda City i VTEC VX,Ahmedabad,2014,49000,Petrol,Manual,First,17.4,1497,117.3,5,1358000
Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,45000,Diesel,Manual,First,22.95,1248,74,5,834000
BMW 5 Series 2003-2012 520d,Pune,2015,64000,Diesel,Automatic,First,18.48,1995,177,5,6787000
Maruti Wagon R LXI Minor,Delhi,2009,60000,Petrol,Manual,First,18.9,1061,67,5,551000
Honda Jazz VX,Delhi,2015,62178,Petrol,Manual,First,18.2,1199,88.7,5,885000
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006,Diesel,Manual,First,15,1896,105,5,1015000
Hyundai i10 Magna 1.2,Hyderabad,2010,74000,Petrol,Manual,First,20.36,1197,78.9,5,1025000
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,77771,Diesel,Automatic,First,19.27,2143,170,5,4949000
Hyundai i10 Magna 1.2 iTech SE,Pune,2012,45275,Petrol,Manual,First,20.36,1197,78.9,5,1025000
Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,48000,Diesel,Manual,First,13.68,2393,147.8,7,2540000
Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,31652,Diesel,Automatic,First,17.68,1968,174.33,5,6710000
Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,109000,Diesel,Manual,Second,12.99,2494,100.6,7,2401000
Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2015,31978,Petrol,Manual,First,16.47,1198,73.9,5,1015000
Maruti Alto K10 LXI,Hyderabad,2011,70000,Petrol,Manual,First,20.92,998,67.1,5,436000
Honda City i-VTEC CVT ZX,Mumbai,2017,15000,Petrol,Automatic,First,18,1497,117.3,5,1667000
Tata Indigo LX,Coimbatore,2013,59138,Diesel,Manual,First,17,1405,70,5,763000
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,61726,Diesel,Automatic,First,17.68,1968,174.33,5,6710000
Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,48000,Diesel,Automatic,First,17.9,2143,136,5,4194000
Hyundai Santro Xing XL,Chennai,2006,58000,Petrol,Manual,Second,17,1086,62.1,5,455000
Maruti Swift VDI BSIV,Kolkata,2011,60020,Diesel,Manual,First,17.8,1248,74,5,788000
Maruti Celerio VXI AT,Hyderabad,2014,77815,Petrol,Automatic,First,23.1,998,67.04,5,587000
Mercedes-Benz GLE 250d,Hyderabad,2017,29000,Diesel,Automatic,First,17.9,2143,201.15,5,7943000
Land Rover Range Rover HSE Dynamic,Delhi,2017,44000,Diesel,Automatic,First,12.7,2179,187.7,5,12000000
Volkswagen Vento Diesel Trendline,Hyderabad,2011,108626,Diesel,Manual,First,20.54,1598,103.6,5,1323000
Maruti Omni 8 Seater BSIV,Hyderabad,2012,71791,Petrol,Manual,First,14,796,35,5,788000
Honda Brio 1.2 VX MT,Kochi,2012,91931,Petrol,Manual,First,18.5,1198,86.8,5,662000
Tata Sumo Delux,Hyderabad,2000,158000,Diesel,Manual,Second,14.07,2956,83.1,7,763000
Tata Indica Vista Aura 1.3 Quadrajet,Pune,2012,91183,Diesel,Manual,First,18,1248,75,5,763000
Maruti Wagon R LXI BS IV,Delhi,2012,65000,Petrol,Manual,First,18.9,998,67.1,5,551000
Mahindra XUV500 W8 4WD,Hyderabad,2015,88428,Diesel,Manual,First,16,2179,140,7,1886500
Tata Indigo LS Dicor,Pune,2008,138000,Diesel,Manual,Second,17.1,1396,70,5,763000
Maruti Ertiga Paseo VXI,Mumbai,2018,18000,Petrol,Manual,First,16.02,1373,93.7,7,1127000
Honda Accord 2.4 A/T,Mumbai,2011,60000,Petrol,Automatic,First,11.7,2354,177.6,5,1358000
Maruti Swift Dzire VDi,Kolkata,2012,48000,Diesel,Manual,First,19.3,1248,73.9,5,788000
Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2009,160000,Diesel,Manual,First,17.8,1399,68,5,1168500
Honda City ZX GXi,Kolkata,2008,40000,Petrol,Manual,First,17.7,1497,78,5,1358000
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,51495,Diesel,Automatic,First,17.68,1968,174.33,5,6710000
BMW 6 Series 640d Gran Coupe,Mumbai,2011,30000,Diesel,Automatic,First,9.52,2993,313,4,5507000
Audi Q7 45 TDI Quattro Technology,Coimbatore,2017,97430,Diesel,Automatic,First,14.75,2967,245,7,10400000
Maruti Zen Estilo LXI Green (CNG),Pune,2008,42496,CNG,Manual,First,26.3,998,67.1,5,788000
Hyundai i20 1.4 CRDi Asta,Pune,2012,83000,Diesel,Manual,First,23,1396,90,5,1025000
Hyundai i10 Sportz AT,Bangalore,2009,37000,Petrol,Automatic,Third,16.95,1197,78.9,5,1025000
Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,28503,Petrol,Automatic,First,19,1199,88.7,5,960000
Maruti Swift VDI BSIV,Hyderabad,2015,76496,Diesel,Manual,First,25.2,1248,74,5,788000
Hyundai i20 Asta 1.2,Pune,2011,79152,Petrol,Manual,Second,18.5,1197,82.85,5,1025000
Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2011,32000,Petrol,Manual,First,16.47,1198,73.9,5,1015000
Maruti Alto LXi,Ahmedabad,2009,35000,Petrol,Manual,First,19.7,796,46.3,5,436000
Toyota Corolla H4,Chennai,2004,105000,Petrol,Automatic,Second,11.3,1794,125,5,2108500
Maruti Alto LXi,Chennai,2006,56000,Petrol,Manual,Second,19.7,796,46.3,5,436000
Tata Manza ELAN Quadrajet BS IV,Pune,2012,73000,Diesel,Manual,First,21.12,1248,88.8,5,763000
Maruti Alto LXi,Pune,2012,38000,Petrol,Manual,First,19.7,796,46.3,5,436000
Skoda Octavia Ambition Plus 2.0 TDI AT,Kolkata,2013,775000,Diesel,Automatic,First,19.3,1968,141,5,2583000
Toyota Corolla H4,Kolkata,2008,80000,Petrol,Automatic,First,11.3,1794,125,5,2108500
Hyundai i20 Asta Option 1.2,Coimbatore,2016,24973,Petrol,Manual,First,18.6,1197,81.83,5,1025000
Maruti Vitara Brezza LDi,Chennai,2016,45000,Diesel,Manual,First,24.3,1248,88.5,5,912000
Honda City 1.5 V MT,Delhi,2010,87430,Petrol,Manual,First,17,1497,118,5,1358000
Tata Indica Vista Aqua 1.3 Quadrajet,Hyderabad,2014,133944,Diesel,Manual,Second,18,1248,75,5,763000
Honda Amaze S i-Dtech,Kolkata,2013,57000,Diesel,Manual,First,25.8,1498,98.6,5,854000
Hyundai EON D Lite Plus,Coimbatore,2016,27904,Petrol,Manual,First,21.1,814,55.2,5,1025000
BMW 3 Series Luxury Line,Kochi,2015,30717,Diesel,Automatic,Second,21.76,1995,190,5,5867000
Hyundai Verna 1.6 SX,Bangalore,2012,80000,Diesel,Manual,First,22.32,1582,126.32,5,1425500
Tata Manza Club Class Quadrajet90 LS,Ahmedabad,2013,47304,Diesel,Manual,First,21.02,1248,88.8,5,763000
Skoda Octavia RS,Jaipur,2005,100000,Petrol,Automatic,First,14.45,1984,227,5,2837000
Maruti Alto K10 VXI,Pune,2017,30000,Petrol,Manual,First,24.07,998,67.1,5,448000
Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,68000,Diesel,Manual,First,22.7,1498,89.84,5,1168500
Chevrolet Spark 1.0 LS,Kolkata,2011,21000,Petrol,Manual,Second,18,995,62,5,1131500
Jaguar XF 2.0 Diesel Portfolio,Hyderabad,2017,21000,Diesel,Automatic,First,19.33,1999,177,5,7264000
Honda CR-V RVi MT,Jaipur,2007,119000,Petrol,Manual,Third,13.1,1997,141.1,5,3351000
Skoda Superb L&K 1.8 TSI AT,Kochi,2019,13747,Petrol,Automatic,First,14.67,1798,177.46,5,3615000
Hyundai i10 Magna 1.2,Chennai,2009,620000,Petrol,Manual,First,20.36,1197,78.9,5,1025000
Maruti Swift LDI,Delhi,2013,70000,Diesel,Manual,First,22.9,1248,74,5,788000
Maruti Swift Dzire VXi AT,Mumbai,2016,18000,Petrol,Automatic,First,18.5,1197,83.14,5,788000
Nissan Micra Diesel XV,Chennai,2011,83000,Diesel,Manual,First,23.08,1461,63.1,5,947000
Maruti Swift Dzire Tour LDI,Mumbai,2015,130000,Diesel,Manual,First,23.4,1248,74,5,788000
Ford Fiesta Classic 1.4 Duratorq CLXI,Pune,2012,63400,Diesel,Manual,First,17.8,1399,67,5,1168500
Maruti Zen LX,Kolkata,2003,65000,Petrol,Manual,First,17.3,993,60,5,788000
Mini Clubman Cooper S,Pune,2017,8350,Petrol,Manual,First,13.8,1998,192,5,4459000
Toyota Etios GD,Kolkata,2014,45000,Diesel,Manual,First,23.59,1364,67.05,5,852500
Maruti Alto 800 2016-2019 LXI,Kolkata,2018,26200,Petrol,Manual,First,24.7,796,47.3,5,436000
Maruti Alto VXi,Bangalore,2011,11000,Petrol,Manual,Third,18.9,796,47,5,436000
BMW X5 3.0d,Bangalore,2009,90000,Diesel,Automatic,Second,11,2993,235,5,5507000
Nissan Teana XV,Mumbai,2015,74000,Petrol,Automatic,Second,11.07,2496,179.5,5,1133000
Hyundai Grand i10 AT Asta,Coimbatore,2015,37081,Petrol,Automatic,First,18.9,1197,82,5,745000
Maruti Vitara Brezza ZDi Plus,Hyderabad,2017,39000,Diesel,Manual,First,24.3,1248,88.5,5,1200000
Audi Q7 3.0 TDI Quattro Premium Plus,Mumbai,2008,99000,Diesel,Automatic,Third,12.07,2967,241.4,7,10196000
Mercedes-Benz GLA Class 200 CDI,Chennai,2015,38000,Diesel,Automatic,First,17.9,2143,136,5,4194000
Maruti 800 AC,Chennai,2007,72000,Petrol,Manual,Third,16.1,796,37,4,788000
Renault Duster 85PS Diesel RxL,Chennai,2015,93000,Diesel,Manual,Second,20.45,1461,83.8,5,1505000
Toyota Corolla Altis D-4D GL,Mumbai,2017,5900,Diesel,Manual,First,21.43,1364,87.2,5,2108500
Mercedes-Benz New C-Class 220,Chennai,2014,25000,Diesel,Manual,First,15.8,2148,170,5,4949000
Maruti Ritz VDi,Hyderabad,2010,68000,Diesel,Manual,Second,21.1,1248,73.9,5,788000
Honda BRV i-VTEC V CVT,Kochi,2017,35676,Petrol,Automatic,First,16,1497,117.3,7,1465000
Hyundai Xcent 1.1 CRDi Base,Kochi,2015,74310,Diesel,Manual,First,24.4,1120,71,5,823000
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Jaipur,2014,59364,Diesel,Automatic,First,14.21,2143,203,5,8697000
Mercedes-Benz B Class B180,Kochi,2014,41380,Petrol,Automatic,Second,14.8,1595,120.7,5,3703000
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Bangalore,2017,33900,Diesel,Automatic,First,15,2143,204,5,8697000
Honda City i VTEC VX Option,Mumbai,2016,28000,Petrol,Manual,First,17.8,1497,117.3,5,1358000
Hyundai Santro Xing XL eRLX Euro III,Hyderabad,2007,50958,Petrol,Manual,First,17,1086,62.1,5,455000
Honda City 1.5 S MT,Chennai,2011,93982,Petrol,Manual,First,17,1497,118,5,1358000
Hyundai Verna Transform VTVT,Pune,2010,95000,Petrol,Manual,First,16.2,1599,103.2,5,1425500
Jaguar XE Portfolio,Mumbai,2017,9000,Petrol,Automatic,First,13.5,1999,246.74,5,5372000
Honda Amaze S i-Vtech,Delhi,2015,52516,Petrol,Manual,First,18,1198,86.7,5,854000
Mini Cooper Convertible 1.6,Bangalore,2015,20000,Petrol,Automatic,First,18.86,1598,122,4,4212000
Mercedes-Benz S Class 2005 2013 S 350 CDI,Coimbatore,2017,56451,Diesel,Automatic,First,13.5,2987,282,5,4949000
Hyundai EON Magna Plus,Chennai,2014,37000,Petrol,Manual,First,21.1,814,55.2,5,1025000
Maruti Wagon R VXI BS IV,Kolkata,2014,17400,Petrol,Manual,First,20.51,998,67.04,5,551000
Maruti Ritz LDi,Coimbatore,2011,90207,Diesel,Manual,First,21.1,1248,73.9,5,788000
BMW 3 Series 320d Sedan,Chennai,2011,89616,Diesel,Automatic,First,16.07,1995,181,5,5443000
Tata Xenon XT EX 4X2,Pune,2014,85000,Diesel,Manual,First,13.49,2179,138.03,5,763000
Audi A3 35 TDI Attraction,Chennai,2014,79271,Diesel,Automatic,First,20.38,1968,143,5,4289000
Land Rover Range Rover 2.2L Dynamic,Hyderabad,2012,56000,Diesel,Automatic,First,12.7,2179,187.7,5,12000000
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2010,85001,Diesel,Automatic,Second,12,2987,224,7,4949000
Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,Hyderabad,2018,12000,Diesel,Automatic,First,13.5,2477,175.56,7,3391000
Maruti Alto LX,Jaipur,2010,125000,Petrol,Manual,First,19.7,796,46.3,5,436000
Maruti Wagon R LXI BSIII,Pune,2013,53000,Petrol,Manual,First,14,1061,64,5,551000
Land Rover Range Rover 2.2L Prestige,Coimbatore,2017,34990,Diesel,Automatic,First,12.7,2179,187.7,5,12000000
Hyundai Verna 1.6 SX VTVT,Pune,2011,49768,Petrol,Manual,Second,17.01,1591,121.3,5,1425500
BMW 5 Series 525d Sedan,Hyderabad,2013,56000,Diesel,Automatic,First,16.73,2993,218,5,6787000
Jaguar XF Diesel,Bangalore,2013,75000,Diesel,Automatic,First,14.74,2993,270.9,5,6967500
Skoda Superb Elegance 1.8 TSI AT,Hyderabad,2010,57000,Petrol,Automatic,First,13.7,1798,157.75,5,3336000
Audi Q3 35 TDI Quattro Premium,Kochi,2017,37542,Diesel,Automatic,First,15.73,1968,174.33,5,4480000
Land Rover Range Rover 2.2L Pure,Coimbatore,2014,95649,Diesel,Automatic,First,12.7,2179,187.7,5,12000000
Mercedes-Benz New C-Class 220 CDI AT,Jaipur,2013,35299,Diesel,Automatic,First,14.84,2143,170,5,4949000
Mahindra Scorpio S10 4WD,Kochi,2017,28464,Diesel,Manual,First,15.4,2179,120,7,1886500
BMW 3 Series Luxury Line,Mumbai,2015,41000,Diesel,Automatic,First,21.76,1995,190,5,6088000
Honda BR-V i-VTEC S MT,Pune,2017,9000,Petrol,Manual,First,15.4,1497,117.3,7,1251000
Volvo S80 2006-2013 D5,Chennai,2010,92098,Diesel,Automatic,Second,16,2400,215,5,4567000
Hyundai Accent GLE,Pune,2005,5834,Petrol,Manual,First,13.2,1495,94,5,1025000
Hyundai i20 Active SX Petrol,Jaipur,2017,40250,Petrol,Manual,First,17.19,1197,81.86,5,974000
Mercedes-Benz GLC 43 AMG Coupe,Coimbatore,2018,22397,Petrol,Automatic,First,11.5,2996,367,5,9538000
Hyundai EON Magna Plus,Kolkata,2015,20800,Petrol,Manual,Second,21.1,814,55.2,5,1025000
Hyundai Grand i10 SportZ Edition,Kochi,2018,40322,Petrol,Manual,First,18.9,1197,81.86,5,745000
Honda City 1.5 EXI S,Mumbai,2013,52576,Petrol,Manual,First,13,1493,100,5,1358000
Volkswagen Polo Petrol Trendline 1.2L,Kolkata,2010,55000,Petrol,Manual,First,16.47,1198,73.9,5,1015000
Audi A6 35 TFSI Matrix,Mumbai,2016,47000,Petrol,Automatic,First,15.26,1798,187.74,5,6059000
Volkswagen Jetta 2007-2011 1.9 L TDI,Hyderabad,2010,42021,Diesel,Manual,First,16.96,1968,138.03,5,1015000
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,23163,Petrol,Manual,First,15.29,1591,121.3,5,1606000
Mercedes-Benz New C-Class C 200 CGI Avantgarde,Mumbai,2011,50000,Petrol,Automatic,Second,11.74,1796,186,5,4949000
Mini Cooper Convertible S,Mumbai,2014,11900,Petrol,Automatic,First,16.82,1998,189.08,4,4428000
Hyundai Santro Xing XO eRLX Euro II,Pune,2006,108000,Petrol,Manual,Second,17,1086,62.1,5,455000
Toyota Etios VD,Bangalore,2013,37000,Diesel,Manual,First,23.59,1364,67.04,5,852500
Honda Brio S MT,Delhi,2014,30000,Petrol,Manual,Second,19.4,1198,86.8,5,662000
Maruti Baleno Alpha Automatic,Coimbatore,2018,12831,Petrol,Automatic,First,21.4,1197,83.1,5,880000
Skoda Laura Ambiente 2.0 TDI CR AT,Coimbatore,2012,143017,Diesel,Automatic,First,20,1968,138.1,5,2583000
Hyundai EON Era Plus,Kochi,2018,13102,Petrol,Manual,First,21.1,814,55.2,5,1025000
Renault Captur 1.5 Diesel RXL,Coimbatore,2019,24950,Diesel,Manual,First,20.37,1461,108.45,5,1505000
BMW 5 Series 2003-2012 GT 530d LE,Coimbatore,2011,57832,Diesel,Automatic,First,16.2,2993,258,5,6787000
Maruti Alto 800 LXI,Kochi,2016,34267,Petrol,Manual,First,22.74,796,47.3,5,436000
Volvo V40 D3,Bangalore,2015,33000,Diesel,Automatic,Second,16.8,1984,150,5,3790000
Maruti Wagon R LXI BSII,Ahmedabad,2007,55100,Petrol,Manual,First,18.9,998,67.1,5,551000
Honda City ZX GXi,Kolkata,2008,40000,Petrol,Manual,First,17.7,1497,78,5,1358000
Maruti Eeco 5 STR With AC Plus HTR CNG,Kochi,2017,31841,CNG,Manual,First,15.1,1196,73,5,492500
Chevrolet Enjoy 1.4 LS 8,Kolkata,2014,15000,Petrol,Manual,First,13.7,1399,98.79,8,1131500
Mahindra Bolero ZLX,Coimbatore,2016,82756,Diesel,Manual,First,15.96,2523,62.1,7,1128000
Hyundai Santro GLS I - Euro I,Coimbatore,2012,50243,Petrol,Manual,First,17,1086,62.1,5,455000
Hyundai EON D Lite,Hyderabad,2014,20600,Petrol,Manual,First,21.1,814,55.2,5,1025000
Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2017,29952,Petrol,Automatic,First,13,1591,121.3,5,1606000
Volkswagen Vento 1.6 Comfortline,Mumbai,2017,15000,Petrol,Manual,Second,16.09,1598,103.5,5,1148000
Honda Civic 2006-2010 1.8 S AT,Pune,2008,61938,Petrol,Automatic,Second,12.9,1799,130,5,1358000
Tata Indica Vista Quadrajet LS,Hyderabad,2014,67000,Diesel,Manual,First,22.3,1248,74,5,763000
Mahindra XUV500 W8 2WD,Kochi,2013,61672,Diesel,Manual,First,16,2179,140,7,1886500
Hyundai i20 1.2 Asta Option,Coimbatore,2017,26185,Petrol,Manual,First,18.6,1197,81.83,5,1025000
Audi Q5 30 TDI quattro Premium Plus,Bangalore,2014,38000,Diesel,Automatic,Second,14.16,1968,174.3,5,5314000
Maruti Ritz VXi,Chennai,2011,67000,Petrol,Manual,Second,18.5,1197,85.8,5,788000
Mitsubishi Cedia Sports,Chennai,2010,66000,Petrol,Manual,Second,13.17,1999,114,5,3321000
Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2015,80883,Diesel,Manual,First,12.8,2494,102,7,2401000
Maruti Celerio LDi,Hyderabad,2016,80219,Diesel,Manual,First,27.62,793,47,5,587000
Maruti S-Cross Delta DDiS 200 SH,Delhi,2018,12923,Diesel,Manual,First,25.1,1248,88.5,5,1126000
Audi Q3 35 TDI Quattro Premium Plus,Coimbatore,2016,86642,Diesel,Automatic,First,15.17,1968,181,5,4365000
BMW 3 Series Luxury Line,Bangalore,2016,19235,Diesel,Automatic,First,21.76,1995,190,5,6207000
Audi Q7 4.2 TDI Quattro Technology,Coimbatore,2016,51002,Diesel,Automatic,First,11.33,4134,335.2,7,10196000
Hyundai i20 2015-2017 Asta 1.2,Pune,2016,6800,Petrol,Manual,First,18.6,1197,81.83,5,1025000
Renault Duster 110PS Diesel RxL,Hyderabad,2012,82749,Diesel,Manual,First,19.01,1461,108.45,5,1505000
Hyundai Xcent 1.1 CRDi S Celebration Edition,Pune,2016,51000,Diesel,Manual,First,24.4,1120,71,5,823000
Ford Ecosport 1.5 DV5 MT Titanium,Delhi,2014,31465,Diesel,Manual,First,22.7,1498,89.84,5,1168500
Volkswagen Polo Petrol Trendline 1.2L,Hyderabad,2013,76476,Petrol,Manual,First,16.47,1198,73.9,5,1015000
Hyundai Grand i10 CRDi Magna,Kolkata,2017,14000,Diesel,Manual,First,24,1120,70,5,745000
Tata Manza Aqua Quadrajet BS IV,Ahmedabad,2013,47000,Diesel,Manual,First,21.12,1248,88.8,5,763000
Honda City 1.5 V MT,Kolkata,2011,48466,Petrol,Manual,First,17,1497,118,5,1358000
Hyundai Santro Xing GLS,Bangalore,2008,46000,Petrol,Manual,Second,17.92,1086,62.1,5,455000
Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2012,162663,Diesel,Manual,First,12.99,2494,100,7,2401000
Maruti Ciaz 1.3 S,Coimbatore,2017,25142,Diesel,Manual,First,28.09,1248,88.5,5,1111000
Toyota Fortuner 4x4 MT TRD Sportivo,Delhi,2013,69000,Diesel,Manual,First,12.55,2982,169,7,3717000
Ford Fiesta 1.6 SXI ABS Duratec,Chennai,2009,80524,Petrol,Manual,Second,15.3,1596,68,5,1168500
Mercedes-Benz E-Class E 220 d,Kochi,2018,26405,Petrol,Automatic,First,12.6,1950,191.34,5,8697000
Mercedes-Benz New C-Class 220 CDI MT,Chennai,2014,45000,Diesel,Manual,First,15.8,2148,170,5,4949000
Skoda Yeti Ambition 4X2,Kolkata,2012,64284,Diesel,Manual,First,17.72,1968,108.49,5,2583000
Hyundai Grand i10 Sportz,Delhi,2015,27000,Petrol,Manual,First,18.9,1197,82,5,745000
Ford Figo 2015-2019 1.2P Titanium MT,Hyderabad,2018,3678,Petrol,Manual,First,18.16,1196,86.8,5,765000
Skoda Octavia Ambition 1.4 TSI MT,Mumbai,2013,21000,Petrol,Manual,First,16.8,1395,138.02,5,2583000
Renault Duster 85PS Diesel RxL Option,Mumbai,2015,67000,Diesel,Manual,Second,19.87,1461,83.8,5,1505000
Land Rover Range Rover Evoque 2.0 TD4 Pure,Delhi,2015,24000,Diesel,Automatic,Second,15.68,1999,177,5,12000000
